minute,FatigueIndex,activityLabel
5.3548,9.37102798679154,walk
5.37158333333333,8.28847507172631,walk
5.38836666666667,9.08017106046663,walk
5.40515,11.7449791587723,walk
5.42193333333333,9.84994316028799,walk
5.43871666666667,8.96533031957607,walk
5.4555,7.09986036203161,walk
5.47228333333333,3.76299033550641,walk
5.48906666666667,3.28797274226221,walk
5.50585,4.23351488484869,walk
5.52263333333333,7.81774338084129,walk
5.53941666666667,8.86569588047421,walk
5.5562,9.06274021544958,walk
5.57298333333333,6.87294971038814,walk
5.58976666666667,6.56076435879392,walk
5.60655,4.20478536242083,walk
5.62333341878255,5.31315974665728,walk
5.64011666666667,8.47994370161858,walk
5.6569,10.5911330049261,walk
5.67368333333333,11.4356087262491,walk
5.69046666666667,13.2637903967953,walk
5.70725,12.9569333678058,walk
5.72403333333333,10.8539219214534,walk
5.74081666666667,10.7997157983776,walk
5.7576,11.2632375205103,walk
5.77438333333333,10.0299996994939,walk
5.79116666666667,8.91085760127483,walk
5.80795,7.83482484036248,walk
5.82473333333333,5.98896059046158,walk
5.84151666666667,7.14250160854426,walk
5.8583,9.48411381379717,walk
5.87508333333333,13.6883297980404,walk
5.89186666666667,19.8567097926704,walk
5.90865,26.012829534997,walk
5.92543333333333,26.9022356953392,sit
5.94221666666667,26.6304877388621,sit
5.959,23.0605748930872,walk
5.97578333333333,16.9572348833433,walk
5.99256666666667,11.2233530016781,walk
6.00935,10.1980728630975,walk
6.02613333333333,9.48611487035132,walk
6.04291666666667,12.8640177556434,walk
6.0597,15.7677421101066,walk
6.07648324788411,19.8155867121384,walk
